text,label,label_id,topic,source,original_split
"thầy dạy nhiệt tình , bài giảng hay , dễ gần !",Tích cực,2,0,UIT-VSFC,train
béo quá không tốt cho sức khỏe .,Tiêu cực,0,3,UIT-VSFC,train
"thầy dạy tốt , tận tình .",Tích cực,2,0,UIT-VSFC,train
cô cần quan tâm hơn tới sinh viên .,Tiêu cực,0,0,UIT-VSFC,train
giảng viên cần thay đổi cách giảng dạy .,Tiêu cực,0,0,UIT-VSFC,train
"thầy thân thiện , dạy dễ hiểu , phương pháp giảng dạy hay .",Tích cực,2,0,UIT-VSFC,train
chưa thấy được sự cần thiết thực sự của môn học đối với ngành nghề cũng như cuộc sống sau này .,Tiêu cực,0,3,UIT-VSFC,train
"giảng viên rất tận tâm , giảng dạy kỹ lưỡng .",Tích cực,2,0,UIT-VSFC,train
do học buổi trưa cả thầy và trò đều mệt .,Tiêu cực,0,1,UIT-VSFC,train
"cô giáo nhiệt tình , vui tính , cố gắng truyền đạt cho sinh viên .",Tích cực,2,0,UIT-VSFC,train
giảng viên dạy dễ hiểu tận tình .,Tích cực,2,0,UIT-VSFC,train
em nghĩ là nên giảm số giờ nói lý thuyết cho thêm giờ làm bài tập .,Tiêu cực,0,1,UIT-VSFC,train
cô rất nhiệt tình và dễ thương .,Tích cực,2,0,UIT-VSFC,train
"thầy dạy hay , nhiệt tình , dễ hiểu , tận tâm với sinh viên .",Tích cực,2,0,UIT-VSFC,train
"cuối cùng , em xin cảm ơn vì thầy fraction cô đã đọc đến hết .",Bình thường,1,3,UIT-VSFC,train
tuy nhiên học thầy em có hơi sợ vì thầy nổi tiếng khó khi chấm đồ án .,Tiêu cực,0,0,UIT-VSFC,train
"giảng viên nhiệt tình , hướng dẫn tận tâm cho sinh viên .",Tích cực,2,0,UIT-VSFC,train
"thầy chỉ vô điểm danh và quản lý lớp , người dạy là các sinh viên của một câu lạc bộ sinh viên đại học quốc gia .",Tiêu cực,0,0,UIT-VSFC,train
"nhiệt tình , khá dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
giảng viên nhiệt tình và tận tâm trong việc giúp sinh viên nắm được kiến thức .,Tích cực,2,0,UIT-VSFC,train
"đề nghị nhà trường làm tốt khâu cở sở vật chất , em thấy trường mình còn thiếu nhiều về trang thiết bị thực hành cho sinh viên .",Tiêu cực,0,2,UIT-VSFC,train
thầy giảng dạy tận tâm .,Tích cực,2,0,UIT-VSFC,train
"hiện tại các thiết bị phòng lab để thực hành môn này đều đã hỏng , trong suốt quá trình thực hành chúng em không thể thực hành được trên thiết bị , mặc khác cũng chẳng nhận được sự hỗ trợ hướng dẫn nào của giảng viên thực hành .",Tiêu cực,0,2,UIT-VSFC,train
"giảng viên nên sử dụng trang moodle để gửi bài tập hay thông báo khẩn học bù ngoài dự kiến , gửi bảng điểm , vdotv .",Tiêu cực,0,0,UIT-VSFC,train
giảng bài còn hơi nhanh .,Tiêu cực,0,0,UIT-VSFC,train
"khả năng hoạt động nhóm , tinh thần tự học cao .",Tích cực,2,1,UIT-VSFC,train
"giảng viên tận tâm , giúp đỡ sinh viên khi không hiểu bài .",Tích cực,2,0,UIT-VSFC,train
"nói nhanh quá , nên nhấn mạnh ở những cái đáng chú ý .",Tiêu cực,0,0,UIT-VSFC,train
tài liệu ít được cập nhật .,Tiêu cực,0,1,UIT-VSFC,train
em không có bất cứ sự hài lòng nào đối với hoạt động giảng dạy của giảng viên wzjwz297 .,Tiêu cực,0,0,UIT-VSFC,train
"giáo viên thường xuyên gây cười , tạo hứng thú học tập .",Tích cực,2,0,UIT-VSFC,train
"nên đa phần chúng em phải chia nhau ra để học , như vậy chất lượng rất khó đảm bảo .",Tiêu cực,0,1,UIT-VSFC,train
"nhiệt tình , tận tụy .",Tích cực,2,0,UIT-VSFC,train
"giáo viên cung cấp tài liệu đầy đủ , đến lớp đúng giờ , dạy nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
slide tiếng việt của trường có nhiều chỗ bị sai .,Tiêu cực,0,1,UIT-VSFC,train
rất thích phong cách dạy của thầy x .,Tích cực,2,0,UIT-VSFC,train
"cô rất nhiệt tình , tâm lý với sinh viên .",Tích cực,2,0,UIT-VSFC,train
"phương pháp dạy học không hấp dẫn , nhàm chán , khả năng truyền đạt chưa hiệu quả .",Tiêu cực,0,0,UIT-VSFC,train
không có gì để nói .,Bình thường,1,3,UIT-VSFC,train
"cô dạy rất mơ hồ , không hứng thú , không nhiệt tình giúp đỡ sinh viên .",Tiêu cực,0,0,UIT-VSFC,train
thầy cho nghỉ quá nhiều .,Tiêu cực,0,0,UIT-VSFC,train
"đồng thời , những tiết thực hành giúp em hiểu nhiều hơn những gì em đọc từ tài liệu .",Tích cực,2,1,UIT-VSFC,train
"rèn luyện kiến thức chuyên môn , tận tâm , nhiệt tình hơn .",Tích cực,2,0,UIT-VSFC,train
đảm bảo thời gian lên lớp và sử dụng thời gian lên lớp hiệu quả .,Tích cực,2,0,UIT-VSFC,train
thầy không tạo được cảm hứng cho học sinh .,Tiêu cực,0,0,UIT-VSFC,train
giảng viên dạy có tâm huyết .,Tích cực,2,0,UIT-VSFC,train
giảng viên rất hay .,Tích cực,2,0,UIT-VSFC,train
"giáo viên nhiệt tình , luôn đảm bảo giờ lên lớp , truyền đạt kiến thức hiệu quả .",Tích cực,2,0,UIT-VSFC,train
thêm nhiều kiến thức ngoài mới .,Tích cực,2,1,UIT-VSFC,train
chất lượng đào tạo môn học hiện nay tương đối đạt .,Tích cực,2,1,UIT-VSFC,train
"chứ em nghĩ phần thư viện standford dùng để phân loại văn bản theo phương pháp naive bayes mà thầy wzjwz133 sử dụng và áp dụng được chắc cần thời gian để nghiên cứu , tìm hiểu mà không được công bố và cho sinh viên áp dụng thì uổng và tội cho thầy wzjwz133 quá !",Tiêu cực,0,3,UIT-VSFC,train
không nắm bắt được kiến thức môn học .,Tiêu cực,0,0,UIT-VSFC,train
giảng dạy dễ hiểu và có tâm .,Tích cực,2,0,UIT-VSFC,train
giáo viên thường xuyên cho nghỉ .,Tiêu cực,0,0,UIT-VSFC,train
cô hướng dẫn nhiệt tình và tận tâm với sinh viên trong môn học .,Tích cực,2,0,UIT-VSFC,train
không ý kiến gì .,Bình thường,1,3,UIT-VSFC,train
sự nhiệt tình và tận tình của giáo viên .,Tích cực,2,0,UIT-VSFC,train
tài liệu sử dụng nhiều kí hiệu nhưng không rõ ràng và các định nghĩa mang tính tổng quát quá cao gây sự khó hiểu cho sinh viên và khó khăn cho sự truyền đạt của giảng viên .,Tiêu cực,0,1,UIT-VSFC,train
"khả năng truyền đạt kiến thức chưa cao , nhiều sinh viên khó hiểu .",Tiêu cực,0,0,UIT-VSFC,train
"thầy cho điểm bằng đồ án , rất thực tế !",Tích cực,2,0,UIT-VSFC,train
về cách cho sinh viên thảo luận nhóm .,Bình thường,1,1,UIT-VSFC,train
quá dễ thương nên học sinh khó lòng mà rớt được .,Tích cực,2,0,UIT-VSFC,train
thầy dạy chán .,Tiêu cực,0,0,UIT-VSFC,train
thầy nói tiếng anh dễ hiểu nhưng đôi lúc quá nhanh .,Tiêu cực,0,0,UIT-VSFC,train
"không biết là do môn khó hay sao nhưng em vẫn không hiểu gì về môn này , giáo viên dạy nghe chán chán , không hào hứng học tập .",Tiêu cực,0,0,UIT-VSFC,train
chứ nói thật là bọn em làm bài tập tại lớp không kịp ạ .,Tiêu cực,0,3,UIT-VSFC,train
cho lớp leo cây nhiều quá .,Tiêu cực,0,0,UIT-VSFC,train
cô trả lời các câu hỏi của sinh viên khá chi tiết !,Tích cực,2,0,UIT-VSFC,train
cách truyền đạt tốt .,Tích cực,2,0,UIT-VSFC,train
"dễ hiểu , được thực hành nhiều , sôi nổi .",Tích cực,2,0,UIT-VSFC,train
"sự nhiệt tình , năng động , kiến thức tốt , xinh đẹp , dễ mến , vui vẻ , phát âm chuẩn .",Tích cực,2,0,UIT-VSFC,train
khả năng truyền đạt lại kiến thức không được tốt .,Tiêu cực,0,0,UIT-VSFC,train
thầy rất hiền và nhiệt tình trong từng tiết học .,Tích cực,2,0,UIT-VSFC,train
cách thức thông báo qua facebook không hiệu quả .,Tiêu cực,0,0,UIT-VSFC,train
minh họa thực tiễn bài học trên máy tính giúp sinh viên hiểu rõ vấn đề .,Tích cực,2,0,UIT-VSFC,train
"thầy giảng hơi khó hiểu , phức tạp hóa vấn đề , hơi chậm .",Tiêu cực,0,0,UIT-VSFC,train
giảng viên nhiệt tình truyền đạt kiến thức cho sinh viên .,Tích cực,2,0,UIT-VSFC,train
"thầy truyền đạt kiến thức tốt , phương pháp hiệu quả để em tiếp thu được môn học .",Tích cực,2,0,UIT-VSFC,train
nhất là hạn chế tối đa việc thay đổi phương pháp dạy liên tục dù biết thầy chỉ có ý tốt cho sinh viên nhưng lại có tác dụng ngược .,Tiêu cực,0,0,UIT-VSFC,train
ít vận dụng nhiều vào thực tiễn .,Tiêu cực,0,1,UIT-VSFC,train
có vài điều bất cập là cô giảng đôi lúc giống như hơi đuối .,Tiêu cực,0,1,UIT-VSFC,train
thầy là người dạy môn chính trị có hồn nhất em từng học .,Tích cực,2,0,UIT-VSFC,train
"giảng viên yêu cầu cao , khó khăn , gây áp lực tạo sự chán nản cho sinh viên .",Tiêu cực,0,0,UIT-VSFC,train
"giảng viên dễ mến , dễ gần gũi với sinh viên .",Tích cực,2,0,UIT-VSFC,train
"thầy dạy nhiệt tình , tốt nhưng không phù hợp với tôi .",Bình thường,1,0,UIT-VSFC,train
"cho ít bài tập , ví dụ cho dễ , bài tập cho khó hơn nhiều , thầy chép lý thuyết trên bảng và đọc lại y chang , sinh viên không có kỹ năng giải bài tập một cách uyển chuyển .",Tiêu cực,0,1,UIT-VSFC,train
tài liệu nên được đưa lên moodle .,Tiêu cực,0,1,UIT-VSFC,train
"không đảm bảo thời gian dạy học , thường dạy quá giờ .",Tiêu cực,0,0,UIT-VSFC,train
thầy dạy tâm huyết .,Tích cực,2,0,UIT-VSFC,train
cô dạy quá nhanh .,Tiêu cực,0,0,UIT-VSFC,train
không sử dung tiếng anh trong lúc giảng bài lý thuyết để rồi cả slide bằng tiếng anh cũng không hiểu .,Tiêu cực,0,0,UIT-VSFC,train
thầy giảng dạy nhiều kiến thức .,Bình thường,1,0,UIT-VSFC,train
"thực hành một đằng , lý thuyết một nẻo !",Tiêu cực,0,1,UIT-VSFC,train
"giáo viên vui tính , dễ gần , đôi khi hài hước , giúp sinh viên thoải mái tiếp thu kiến thức .",Tích cực,2,0,UIT-VSFC,train
cô wzjwz194 is the best !,Tích cực,2,0,UIT-VSFC,train
"cô nhiệt tình , thương học sinh .",Tích cực,2,0,UIT-VSFC,train
"nội dung giảng dạy hơi khó hiểu , đi nhanh , sinh viên khó nắm bắt kịp bài giảng .",Tiêu cực,0,1,UIT-VSFC,train
do việc có giáo viên khác vào dạy thế trong khoảng sau giữa kỳ nên đã xảy ra một số nhầm lẫn về bài học và cách thức tính điểm đồ án nên dẫn đến một số bạn bị điểm thấp .,Tiêu cực,0,0,UIT-VSFC,train
cần có thiết bị và phòng học hợp lý hơn .,Tiêu cực,0,2,UIT-VSFC,train
giảng dạy không truyền đạt được kiến thức nhiều cho sinh viên .,Tiêu cực,0,0,UIT-VSFC,train
có chia sẻ phương pháp học cho sinh viên .,Tích cực,2,0,UIT-VSFC,train
đối với người lần đầu tìm hiểu directx với những yêu cầu đặt ra là rất khó .,Tiêu cực,0,1,UIT-VSFC,train
giảng dạy thật sự quá nhanh !,Tiêu cực,0,0,UIT-VSFC,train
vui tính dễ chịu với sinh viên .,Tích cực,2,0,UIT-VSFC,train
"môn học cung cấp nhiều kiến thức cần thiết , đặc biệt là cô dạy rất tận tâm và hướng đến sinh viên .",Tích cực,2,1,UIT-VSFC,train
do nghỉ cho năm nhất học quốc phòng nên quá trình học bị gián đoạn .,Tiêu cực,0,1,UIT-VSFC,train
"truyền đạt dễ hiểu , nhiệt tình giảng bài , dễ mến .",Tích cực,2,0,UIT-VSFC,train
dạy chưa nhiệt tình .,Tiêu cực,0,0,UIT-VSFC,train
"cô dạy rất hay , cuốn hút .",Tích cực,2,0,UIT-VSFC,train
môn học này rất thú vị và có ứng dụng nhiều trong thực tiễn cuộc sống !,Tích cực,2,1,UIT-VSFC,train
"bám quá sát slide , ít khi đưa ra ý tưởng mới .",Tiêu cực,0,0,UIT-VSFC,train
cô dạy rất hay và dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
"giảng viên tận tình , hay giúp đỡ sinh viên .",Tích cực,2,0,UIT-VSFC,train
em nghĩ nên giảm bớt chương trình đào tạo với môn này .,Tiêu cực,0,1,UIT-VSFC,train
khuyến nghị nên chia 3 tiết 1 buổi .,Tiêu cực,0,1,UIT-VSFC,train
té patin cũng đau .,Tiêu cực,0,3,UIT-VSFC,train
"bài tập hay , nâng cao .",Tích cực,2,1,UIT-VSFC,train
phong cách giảng bài của cô tạo sự cuốn hút người nghe cảm giác thoải mái .,Tích cực,2,0,UIT-VSFC,train
"giáo viên nên tránh giảng dài dòng , dễ gây khó hiểu cho sinh viên .",Tiêu cực,0,0,UIT-VSFC,train
kiểu đề thi trắc nghiệm quá phức tạp .,Tiêu cực,0,1,UIT-VSFC,train
thường xuyên cho bài tập làm trên lớp để nắm bài .,Tiêu cực,0,0,UIT-VSFC,train
cách giảng dạy hay .,Tích cực,2,0,UIT-VSFC,train
có nhiều bài toán liên quan thực tiễn .,Tích cực,2,0,UIT-VSFC,train
thầy cho chép nhiều .,Tiêu cực,0,0,UIT-VSFC,train
thầy dạy hay và tận tình .,Tích cực,2,0,UIT-VSFC,train
"dễ chịu và giảng dễ hiểu , tạo cảm giác thích thú cho sinh viên .",Tích cực,2,0,UIT-VSFC,train
áp dụng bài học vào thực tế .,Tích cực,2,1,UIT-VSFC,train
"phương pháp giảng dạy hay , thu hút .",Tích cực,2,0,UIT-VSFC,train
em nghĩ nhà trường nên kiểm tra kỹ trình độ giảng viên trước khi bố trí để họ dạy một môn học nào đó .,Tiêu cực,0,1,UIT-VSFC,train
nhiều lúc cô wzjwz233 hơi nhầm lẫn .,Tiêu cực,0,0,UIT-VSFC,train
nếu không thì coi như lớp đi toi .,Tiêu cực,0,3,UIT-VSFC,train
khả năng truyền đạt kiến thức sinh viên khó tiếp thu hết .,Tiêu cực,0,0,UIT-VSFC,train
"giảng viên có các hoạt động phù hợp với nội dung bài học , tận tâm , nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
cô dạy vui .,Tích cực,2,0,UIT-VSFC,train
thầy nói khá nhỏ và nhanh cũng không sử dụng giáo án điện tử làm học sinh rất khó tiếp thu .,Tiêu cực,0,0,UIT-VSFC,train
"cho sinh viên sử dụng bóng không đạt yêu cầu , đa số là bóng đã qua sử dụng ( môn bóng đá ) .",Tiêu cực,0,0,UIT-VSFC,train
"giảng viên tận tình , dạy hay .",Tích cực,2,0,UIT-VSFC,train
"giảng dạy có tâm huyết với học sinh , và giảng hiệu quả .",Tích cực,2,0,UIT-VSFC,train
"cô dạy rất nhiệt tình , giảng rất hay .",Tích cực,2,0,UIT-VSFC,train
"thầy wzjwz14 rất tận tâm truyền dạy không những kiến thức chuyên môn mà còn rất nhiều kiến thức , kinh nghiệm quý về cuộc sống .",Tích cực,2,0,UIT-VSFC,train
"em rất đồng tình với cách thông tin đến sinh viên của thầy wzjwz134 , thầy thông tin cho sinh viên qua facebook giúp sinh viên nắm thông tin nhanh hơn qua trang courses hay daa .",Tích cực,2,0,UIT-VSFC,train
"giảng viên tận tâm , nhiệt tình , kiến thức và khả năng truyền đạt của giảng viên rất tốt .",Tích cực,2,0,UIT-VSFC,train
dễ tiếp thu .,Tích cực,2,1,UIT-VSFC,train
thầy có phương pháp giảng dạy hiệu quả .,Tích cực,2,0,UIT-VSFC,train
"anh văn ở đại học không thể dạy giống như cấp 3 được khi cô dạy lớp im không sôi nổi , chỉ có vài người giơ tay vì câu hỏi không mang tính tương tác , câu trả lời có sẵn trong bài chỉ cần đọc lên nên nhiều người chán không giơ tay , đi học chỉ để điểm danh .",Tiêu cực,0,1,UIT-VSFC,train
"thực sự thì khả năng truyền đạt không hấp dẫn , dễ buồn ngủ và khó hiểu .",Tiêu cực,0,0,UIT-VSFC,train
tài liệu của môn này quá ít .,Tiêu cực,0,1,UIT-VSFC,train
giảng viên nên chấm deadline về nhà sớm hơn .,Tiêu cực,0,0,UIT-VSFC,train
giảng viên giảng dạy rất tận tâm .,Tích cực,2,0,UIT-VSFC,train
em cảm thấy hài lòng với môn này .,Tích cực,2,1,UIT-VSFC,train
thầy lên lớp sớm .,Tích cực,2,0,UIT-VSFC,train
giúp sinh viên nâng cao được khả năng lập trình .,Tích cực,2,3,UIT-VSFC,train
"thầy thông cảm cho sinh viên , ra bài tập vừa sức .",Tích cực,2,0,UIT-VSFC,train
cần mớ lớp anh văn thêm để nâng cao trình độ cho sinh viên .,Tiêu cực,0,1,UIT-VSFC,train
thầy nói rất lôi cuốn ( mặc dù không cần micro ) .,Tích cực,2,0,UIT-VSFC,train
cần tăng thêm số lượng thiết bị thực hành .,Tiêu cực,0,2,UIT-VSFC,train
mong thầy cho thêm bài tập về nhà và share slide .,Tiêu cực,0,0,UIT-VSFC,train
"giáo viên dạy đúng giờ , tận tình giải đáp những thắc mắc của học sinh .",Tích cực,2,0,UIT-VSFC,train
"nhưng thầy thử nghĩ nếu em muốn ngủ mà cứ phải lên lớp thì thầy có thích khi nhìn xuống lớp giảng viên thì dạy , sinh viên thì ngủ mà vẫn có điểm danh như vậy thì có được không .",Tiêu cực,0,0,UIT-VSFC,train
"mở các lớp tiếng anh tăng cường , để sinh viên được cải tiến chất lượng học tập tốt hơn , không tính điểm vào học phần , học phí có thể không free .",Tiêu cực,0,1,UIT-VSFC,train
em xim cám ơn !,Bình thường,1,3,UIT-VSFC,train
ôn tập tỉ mỉ .,Tích cực,2,0,UIT-VSFC,train
sự cố như sau doubledot đang học thì tất cả số đèn của nửa căn phòng đều tắt .,Tiêu cực,0,2,UIT-VSFC,train
nhưng một số phần trong môn học em thấy thiếu thực tế ạ .,Tiêu cực,0,1,UIT-VSFC,train
"cần các thầy xây dựng một bộ giáo trình , tài liệu cụ thể .",Tiêu cực,0,1,UIT-VSFC,train
thầy rất tâm lý và giảng dạy rất nhiệt tình .,Tích cực,2,0,UIT-VSFC,train
giảng viên nhiệt tình với sinh viên trong các buổi học .,Tích cực,2,0,UIT-VSFC,train
"tận tâm , quan tâm sinh viên !",Tích cực,2,0,UIT-VSFC,train
"giảng viên dạy sinh động , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
thầy nên kết hợp hình ảnh và ví dụ hoá cho từng bước của giải thuật ở trong slide thay vì chữ quá nhiều sẽ khiến sinh viên khó tiếp thu hơn .,Tiêu cực,0,0,UIT-VSFC,train
"làm các bài lab trên win server 2012 rất khác so với win server 2003, mà lại toàn cho làm các bài lab trên win server 2003, có vẻ cũ .",Tiêu cực,0,3,UIT-VSFC,train
"giảng viên nên giảng sâu vào chương trình học , tránh lan man , dài dòng .",Tiêu cực,0,0,UIT-VSFC,train
sự vui vẻ .,Tích cực,2,3,UIT-VSFC,train
có bài tập rõ ràng .,Tích cực,2,1,UIT-VSFC,train
"không rõ "" thu được gì "" từ môn học này .",Tiêu cực,0,3,UIT-VSFC,train
"khi có sự cố về các môn học , thầy cũng gặp lớp để trao đổi , và giúp cho các thành viên trong lớp có hướng giải quyết tốt hơn ( không chỉ về môn học của thầy ) .",Tích cực,2,0,UIT-VSFC,train
cô nhiệt tình và thân thiện .,Tích cực,2,0,UIT-VSFC,train
chuẩn bị âm thanh trước môn học ổn định để tránh mất thì giờ vì điều chỉnh âm thanh trong phòng học .,Tiêu cực,0,3,UIT-VSFC,train
"thầy nên dạy đúng giờ bắt đầu , đúng giờ kết thúc trừ trường hợp bất khả kháng , bài dài .",Tiêu cực,0,0,UIT-VSFC,train
sau khi học xong 2 môn học wzjwz168 và wzjwz87 lớp do thầy wzjwz88 làm giảng viên lý thuyết và thầy wzjwz89 làm giảng viên em thấy một điều thế này .,Bình thường,1,3,UIT-VSFC,train
"giảng viên không sử dụng moodle làm kênh thông tin liên lạc với học sinh , không up slide tài liệu bài giảng lên gây khó khăn cho việc nắm bắt thông tin về yêu cầu môn học và khó khăn trong học tập .",Tiêu cực,0,0,UIT-VSFC,train
"giáo viên vui , tạo cảm hứng cho học sinh hoạt động trong lớp , em rất thích .",Tích cực,2,0,UIT-VSFC,train
cô thường xuyên cung cấp bài tập và kiến thức thực tiễn mà các doanh nghiệp dùng để kiểm tra và giảng bài kỹ càng chi tiết .,Tích cực,2,0,UIT-VSFC,train
giảng viên dạy hay và nhiệt tình .,Tích cực,2,0,UIT-VSFC,train
giáo viên rất nhiệt tình giảng dạy cho sinh viên .,Tích cực,2,0,UIT-VSFC,train
thầy giảng thường không đúng trọng tâm bài .,Tiêu cực,0,0,UIT-VSFC,train
phòng học ngay cạnh bên công trường .,Tiêu cực,0,2,UIT-VSFC,train
"môn thực hành cần có bài tập về nhà , tài liệu cập nhật rõ ràng hơn .",Tiêu cực,0,1,UIT-VSFC,train
"giảng hay , nhiệt tình vui vẻ và rất quan tâm đến sinh viên .",Tích cực,2,0,UIT-VSFC,train
"giáo viên tận tình , giảng bài dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
không có bài giảng trên moodle .,Tiêu cực,0,0,UIT-VSFC,train
nói nhanh trong lúc giảng bài .,Tiêu cực,0,0,UIT-VSFC,train
thầy dạy khá dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
"nhiệt tình với tất cả các câu hổi , ý kiến của sinh viên .",Tích cực,2,0,UIT-VSFC,train
"cô rất nhiệt tình , luôn tận tâm truyền đạt kiến thức cho sinh viên .",Tích cực,2,0,UIT-VSFC,train
thầy bận đôi khi nghỉ không báo trước .,Tiêu cực,0,0,UIT-VSFC,train
"thầy wzjwz255 dạy nhiệt tình , có pha chút hài hước để lớp thoải mái .",Tích cực,2,0,UIT-VSFC,train
"thầy dạy rất tâm huyết , dạy chậm và kỹ lưỡng .",Tiêu cực,0,0,UIT-VSFC,train
thầy vui lòng soạn slide bài giảng để tụi em có thể ôn bài ở nhà .,Tiêu cực,0,0,UIT-VSFC,train
mong cô sẽ truyền đạt một cách nhiệt huyết hơn nữa .,Tiêu cực,0,0,UIT-VSFC,train
thầy nhiệt tình !,Tích cực,2,0,UIT-VSFC,train
thầy cho nhiều bài tập ok .,Tích cực,2,0,UIT-VSFC,train
tiết học sinh động .,Tích cực,2,0,UIT-VSFC,train
"giảng viên nhiệt tình , khả năng truyền đạt tốt , tạo cảm hứng cho sinh viên muốn lên lớp .",Tích cực,2,0,UIT-VSFC,train
nguồn tài liệu tự học không nhiều .,Tiêu cực,0,1,UIT-VSFC,train
"cô dạy nhiệt tình , có bài tập rèn luyện .",Tích cực,2,0,UIT-VSFC,train
"truyền đạt tốt , giọng nói to rõ ràng .",Tích cực,2,0,UIT-VSFC,train
thầy wzjwz214 giảng rất hay và đưa ra nhiều ví dụ thực tiễn dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
ngôn ngữ thực hành các bài lab của từng bộ môn nên được trang bị trước cho sinh viên .,Tiêu cực,0,1,UIT-VSFC,train
slide hướng dẫn rất trực quan và bổ ích .,Tích cực,2,1,UIT-VSFC,train
không có tính thực tiễn .,Tiêu cực,0,1,UIT-VSFC,train
"không biết là học để làm gì , nên đi sâu vào chuyên ngành từng khoa .",Tiêu cực,0,1,UIT-VSFC,train
cô wzjwz204 giảng dạy rất nhiệt tình và chuyên nghiệp .,Tích cực,2,0,UIT-VSFC,train
thầy dạy nhiệt tình nhưng cách dạy của thầy hơi khô khan .,Tiêu cực,0,0,UIT-VSFC,train
"giảng viên đã kết hợp vừa học lý thuyết vừa giải bài tập giúp sinh viên dễ tiếp thu kiến thức , kỹ năng mới .",Tích cực,2,0,UIT-VSFC,train
đề hơi khó với thực tế .,Tiêu cực,0,1,UIT-VSFC,train
"thấy rất giỏi và dạy rất tốt , nhiệt tình , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
"cung cấp đủ tài liệu về môn học , giảng viên tâm huyết với lớp .",Tích cực,2,0,UIT-VSFC,train
"cô dạy rất chi tiết , dễ hiểu , biết cách truyền cảm hứng cho sinh viên .",Tích cực,2,0,UIT-VSFC,train
tiếp thu được nhiều kiến thức .,Tích cực,2,1,UIT-VSFC,train
cách truyền đạt của giảng viên tốt .,Tích cực,2,0,UIT-VSFC,train
giảng viên nên cũng cấp slide cho sinh viên .,Tiêu cực,0,0,UIT-VSFC,train
các giảng viên cần thống nhất chương trình dạy giữa các lớp với nhau .,Tiêu cực,0,0,UIT-VSFC,train
chưa có nhiều bài tập cho sinh viên .,Tiêu cực,0,1,UIT-VSFC,train
"môn này rất chán , giáo viên dạy cũng chán , nói chung vô cùng không hài lòng với môn này .",Tiêu cực,0,1,UIT-VSFC,train
rất nhiệt tình .,Tích cực,2,0,UIT-VSFC,train
nên cập nhật kiến thức thực tiễn .,Tiêu cực,0,1,UIT-VSFC,train
còn một số mục khó nhưng hay thì cô lại dạy lướt qua .,Tiêu cực,0,0,UIT-VSFC,train
cô chỉ dạy lý thuyết một cách cứng nhắc .,Tiêu cực,0,0,UIT-VSFC,train
thầy giảng bài khó hiểu quá .,Tiêu cực,0,0,UIT-VSFC,train
được thực hành những bài tập mang tính vận dụng kiến thức đã học cao .,Tích cực,2,1,UIT-VSFC,train
"giảng viên ghi chép quá nhiều , tốn thời gian .",Tiêu cực,0,0,UIT-VSFC,train
dạy rất sát với giáo trình của trường đưa ra .,Tích cực,2,0,UIT-VSFC,train
"dạy theo phương pháp truyền thống , lối mòn , lặp khuông như dạy ngữ pháp , giải bài tập .",Tiêu cực,0,0,UIT-VSFC,train
giọng cô dễ nghe .,Tích cực,2,0,UIT-VSFC,train
nội dung giảng dạy của giảng viên còn sơ sài .,Tiêu cực,0,0,UIT-VSFC,train
tiếng anh .,Bình thường,1,3,UIT-VSFC,train
"thiết bị về máy chiếu chưa được tốt , mong nhà trường tạo điều kiện .",Tiêu cực,0,2,UIT-VSFC,train
bài tập về nhà hơi khó .,Tiêu cực,0,1,UIT-VSFC,train
thầy quá tuyệt vời coloncontemn .,Tích cực,2,0,UIT-VSFC,train
"giảng viên dạy rất kỹ , quan tâm đến sinh viên .",Tích cực,2,0,UIT-VSFC,train
cần cung cấp nhiều thông tin bài học hơn .,Tích cực,2,1,UIT-VSFC,train
"một số kiến thức chỉ được giới hạn trong khuôn khổ của môn học , cần phát huy thêm khả năng tìm tòi sáng tạo của sinh viên trong các định lý định nghĩa có sẵn .",Tiêu cực,0,1,UIT-VSFC,train
"hệ thống chấm điểm wecode kém thông minh , thường hay chấm sai cho những kết quả tương đương với kết quả đúng , thường gặp nhiều lỗi ngớ ngẩn .",Tiêu cực,0,1,UIT-VSFC,train
giảng viên và trợ giảng đều rất nhiệt tình quan tâm đến học sinh .,Tích cực,2,0,UIT-VSFC,train
cần nêu các công thức cơ bản khi dạy anh văn bổ túc .,Tiêu cực,0,1,UIT-VSFC,train
có nhiều kiến thức bổ ích cho sinh viên và rất tận tâm .,Tích cực,2,0,UIT-VSFC,train
tập trung vào giải thích vài kiến thức cơ bản .,Tiêu cực,0,0,UIT-VSFC,train
thầy rất tốt với học sinh .,Tích cực,2,0,UIT-VSFC,train
tăng cường chất lượng wifi cho các phòng lab .,Tiêu cực,0,2,UIT-VSFC,train
"em đã đi làm , em không phủ nhận những kiến kiến nền tảng trên trường đại học nhưng thực sự tụi em phải trải qua quá trình đào tạo rèn luyện lại để phù hợp với môi trường doanh nghiệp .",Tiêu cực,0,1,UIT-VSFC,train
